Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,I,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
CHEM,1112,111,20,4,1,1,,1,1,,,,1,1,,,,,,0,"Anka, Fadwa H","Mihranyan, Andranik",,,,,fha041000,fadwa anka
CHEM,1112,112,18,5,,2,,1,,,2,,,,1,,,,,1,"Jaggi, Neelam","Gamage, Madujika A",,,,,nxj190013,neelam jaggi
CHEM,1112,113,12,10,3,,1,1,1,,,,,,,,,,,2,"Abeykoon, Nimali C","Gull, Humera",,,,,nxa124430,nimali abeykoon
CHEM,1112,114,20,3,1,1,,,,1,1,,1,,1,,,,,0,"Abeykoon, Nimali C","Mihranyan, Andranik",,,,,nxa124430,nimali abeykoon
CHEM,1112,115,18,6,1,,,,,1,1,,,,2,,,,,0,"Jaggi, Neelam","Gamage, Madujika A",,,,,nxj190013,neelam jaggi
CHEM,1112,116,13,8,,3,,1,,,,,1,,1,,,,,1,"Gavva, Sandhya R","Montalvillo, Fernando",,,,,sgavva,sandhya gavva
CHEM,1112,117,21,3,,1,3,,,,,,,,1,,,,,1,"Gavva, Sandhya R","Heidari, Sahar",,,,,sgavva,sandhya gavva
CHEM,1112,119,20,3,2,1,,,,2,,,,1,,,,,,1,"Qin, Yanping","Tran, Ly T",,,,,yxq083000,yanping qin
CHEM,1112,120,14,6,4,2,1,2,,,,,,,,,,,,1,"Qin, Yanping","Akintayo, Abiola D","Saleh, Mohammad S",,,,yxq083000,yanping qin
CHEM,1112,121,19,3,2,1,2,,,,,1,,,,,,,,2,"Anka, Fadwa H","Popa, Marius S",,,,,fha041000,fadwa anka
CHEM,1112,122,18,4,1,3,,,,,,,,,1,,,,,2,"Anka, Fadwa H","Sepasi, Zahra",,,,,fha041000,fadwa anka
CHEM,1112,123,13,10,1,1,2,2,,,,,,,1,,,,,0,"Jaggi, Neelam","Bonnand, Evan F",,,,,nxj190013,neelam jaggi
CHEM,1112,124,9,10,1,1,1,,,1,,,,1,5,,,,,1,"Qin, Yanping","Popa, Marius S",,,,,yxq083000,yanping qin
CHEM,1112,125,13,9,2,2,,3,,,,,1,,,,,,,0,"Qin, Yanping","Sepasi, Zahra",,,,,yxq083000,yanping qin
CHEM,1112,126,12,5,3,1,3,2,,1,,,,,1,,,,,2,"Hashami, Zohreh","Bonnand, Evan F",,,,,zxh088000,zohreh hashami
CHEM,1112,127,11,7,2,2,1,3,,1,1,,1,,1,,,,,0,"Hashami, Zohreh","Popa, Marius S",,,,,zxh088000,zohreh hashami
CHEM,1112,128,8,6,5,1,2,2,,4,,,,,1,,,,,1,"Panangala, Samitha D","Umer, Arslan",,,,,sdp140230,samitha panangala
CHEM,1112,601,9,6,5,3,2,,1,1,,,,,3,,,,,0,"Sisk, Joshua R","Bonnand, Evan F",,,,,jrs106020,joshua sisk
CHEM,1112,602,12,10,1,,1,,1,2,1,,1,,,,,,,1,"Sisk, Joshua R","Johnson, Rebecca M",,,,,jrs106020,joshua sisk
CHEM,1112,603,5,6,7,,2,2,1,1,,,2,1,3,,,,,0,"Abeykoon, Nimali C","Yamada, Kyohei",,,,,nxa124430,nimali abeykoon
CHEM,1112,604,8,3,7,1,1,1,1,1,,,,,3,,,,,2,"Panangala, Samitha D","Gull, Humera",,,,,sdp140230,samitha panangala
CHEM,1112,605,5,6,5,4,,,3,,1,,,,2,,,,,3,"Panangala, Samitha D","Umer, Arslan",,,,,sdp140230,samitha panangala
CHEM,1116,HN1,9,19,,,1,,,,,,,,,,,,,0,"Sibert, John W",,,,,,sibertj,john sibert
CHEM,1311,001,12,17,12,24,33,22,16,18,26,4,8,4,25,,,,1,14,"Sra, Amandeep K","Rifat, Samia",,,,,aks057000,amandeep sra
CHEM,1312,001,20,20,24,12,15,23,14,19,26,15,8,6,29,,,,3,15,"Taylor, Stephanie M",,,,,,smt031000,stephanie taylor
CHEM,1312,002,17,24,10,18,19,28,13,17,20,11,9,6,19,,,,,8,"Huang, Yu",,,,,,yxh091220,yu huang
CHEM,1312,003,6,19,12,13,13,15,11,21,14,9,11,8,52,,,,,15,"Dieckmann, Gregg",,,,,,dieckgr,gregg dieckmann
CHEM,1312,004,11,17,8,11,17,16,6,11,25,7,11,11,51,,,,,16,"Hashami, Zohreh",,,,,,zxh088000,zohreh hashami
CHEM,1312,005,2,10,6,6,7,9,7,10,12,5,5,6,28,,,,,14,"Abeykoon, Nimali C",,,,,,nxa124430,nimali abeykoon
CHEM,1316,HN1,4,14,2,3,2,2,1,,1,,,,,,,,,0,"Sibert, John W",,,,,,sibertj,john sibert
CHEM,2123,101,18,,,,1,,1,,,,,,1,,,,,6,"Tran, Daniel N","Boardman, Samuel",,,,,dnt019000,daniel tran
CHEM,2123,102,24,3,,,,,,,,,,,,,,,,3,"Tran, Daniel N","Elmore, Scott T",,,,,dnt019000,daniel tran
CHEM,2123,103,25,1,,,,,,,,,,,,,,,,4,"Cortes, Sergio J","Elmore, Scott T",,,,,scortes,sergio cortes
CHEM,2123,104,24,1,1,,1,1,,,,,,,,,,,,2,"Tran, Daniel N","Boardman, Samuel",,,,,dnt019000,daniel tran
CHEM,2123,105,24,4,,,1,,,,,,,,1,,,,,0,"Tran, Daniel N","Al-Kharji, Noora M",,,,,dnt019000,daniel tran
CHEM,2123,106,8,3,1,1,,1,1,,1,,,,,,,,,3,"Tran, Daniel N","Al-Kharji, Noora M",,,,,dnt019000,daniel tran
CHEM,2125,101,23,,1,1,,,,,,,,,1,,,,,4,"Wijenayake, Sumudu N","Kumari, Ekanayake Mudiyanselage Ishara G",,,,,snw081000,sumudu wijenayake
CHEM,2125,102,29,,,,,,,,,,,,,,,,,0,"Wijenayake, Sumudu N","Trashi, Orikeda",,,,,snw081000,sumudu wijenayake
CHEM,2125,103,29,1,,,,,,,,,,,,,,,,0,"Shah, Shailesh N","Li, Baowen",,,,,sns170230,shailesh shah
CHEM,2125,104,30,,,,,,,,,,,,,,,,,0,"Shah, Shailesh N","Polara, Himanshu S","Dubrovina, Anastasiia",,,,sns170230,shailesh shah
CHEM,2125,105,26,3,,,,,,,,,,,,,,,,1,"Shah, Shailesh N","Li, Baowen",,,,,sns170230,shailesh shah
CHEM,2125,106,29,1,,,,,,,,,,,,,,,,0,"Shah, Shailesh N","Polara, Himanshu S",,,,,sns170230,shailesh shah
CHEM,2125,107,27,2,1,,,,,,,,,,,,,,,0,"Shah, Shailesh N","Brown, Monet R",,,,,sns170230,shailesh shah
CHEM,2125,108,30,,,,,,,,,,,,,,,,,0,"Shah, Shailesh N","Polara, Himanshu S",,,,,sns170230,shailesh shah
CHEM,2125,109,26,1,1,,,,,,,,,,,,,,,0,"Tran, Daniel N","Trashi, Ikeda",,,,,dnt019000,daniel tran
CHEM,2125,110,25,2,,1,,,,,,,,,1,,,,,1,"Wijenayake, Sumudu N","Kumari, Ekanayake Mudiyanselage Ishara G",,,,,snw081000,sumudu wijenayake
CHEM,2125,111,23,3,2,,,,,,,,,,,,,,,2,"Wijenayake, Sumudu N","Howlett, Thomas S",,,,,snw081000,sumudu wijenayake
CHEM,2125,112,30,,,,,,,,,,,,,,,,,0,"Cortes, Sergio J","Trashi, Ikeda","Ben David, Ayala",,,,scortes,sergio cortes
CHEM,2125,113,30,,,,,,,,,,,,,,,,,0,"Cortes, Sergio J","Howlett, Thomas S","Alexander, Shevon",,,,scortes,sergio cortes
CHEM,2125,114,27,,1,,,,,,,,,,,,,,,1,"Wijenayake, Sumudu N","Mefferd, Branston E",,,,,snw081000,sumudu wijenayake
CHEM,2125,115,30,,,,,,,,,,,,,,,,,0,"Wijenayake, Sumudu N","Trashi, Orikeda",,,,,snw081000,sumudu wijenayake
CHEM,2125,116,30,,,,,,,,,,,,,,,,,0,"Shah, Shailesh N","Mefferd, Branston E",,,,,sns170230,shailesh shah
CHEM,2125,117,26,1,,1,,,,1,,,,,1,,,,,0,"Shah, Shailesh N","Dubrovina, Anastasiia",,,,,sns170230,shailesh shah
CHEM,2125,118,27,3,,,,,,,,,,,,,,,,0,"Shah, Shailesh N","Ben David, Ayala",,,,,sns170230,shailesh shah
CHEM,2125,119,29,,,,1,,,,,,,,,,,,,0,"Shah, Shailesh N","Arora, Niyati",,,,,sns170230,shailesh shah
CHEM,2125,120,29,,,,,,,,,,,,,,,,,1,"Shah, Shailesh N","Ben David, Ayala","Trashi, Ikeda",,,,sns170230,shailesh shah
CHEM,2125,121,27,2,1,,,,,,,,,,,,,,,0,"Shah, Shailesh N","Arora, Niyati",,,,,sns170230,shailesh shah
CHEM,2128,HN1,10,4,1,,,,,,,,,,,,,,,0,"Thompson, Christina M","Lalami, Ismail",,,,,cmt120030,christina thompson
CHEM,2323,001,7,13,2,5,12,2,8,3,3,3,2,,12,,,,,16,"Dissanayake, Dushanthi S",,,,,,dxd122030,dushanthi dissanayake
CHEM,2323,002,11,19,8,8,8,9,9,10,11,7,,,10,,,,1,17,"Thompson, Christina M",,,,,,cmt120030,christina thompson
CHEM,2324,001,13,16,8,3,3,2,5,5,2,,,,3,,,,1,0,"Wijenayake, Sumudu N","Babanyinah, Godwin K",,,,,snw081000,sumudu wijenayake
CHEM,2325,001,11,15,2,6,8,11,6,11,8,4,2,,11,,,,1,4,"Tran, Daniel N",,,,,,dnt019000,daniel tran
CHEM,2325,002,32,42,12,11,14,5,4,6,2,5,3,,6,,,,,2,"Novak, Bruce M","Stefan, Mihaela C",,,,,bxn111230,bruce novak
CHEM,2325,003,3,13,8,15,10,12,13,10,10,3,4,,23,,,,,8,"Cortes, Sergio J",,,,,,scortes,sergio cortes
CHEM,2325,004,28,41,13,19,16,10,3,4,4,1,1,,3,,,,,2,"Panapitiya, Nimanka P",,,,,,npp081000,nimanka panapitiya
CHEM,2325,005,19,39,8,21,11,7,6,7,5,3,3,,8,,,,,2,"Novak, Bruce M","Stefan, Mihaela C",,,,,bxn111230,bruce novak
CHEM,2328,HN1,4,5,1,1,4,,1,,,,,,,,,,,0,"Biewer, Michael C",,,,,,biewerm,michael biewer
CHEM,2401,001,3,2,3,3,3,2,,1,1,,,,,,,,,1,"Dissanayake, Dushanthi S","Tian, Yafen",,,,,dxd122030,dushanthi dissanayake
CHEM,2401,002,,4,1,1,1,2,1,,1,,,,1,,,,,0,"Pantano, Paul","Perera, Alahendra Arachchige Sachini .",,,,,pantano,paul pantano
CHEM,2401,003,2,3,1,2,,,1,,,,,,3,,,,,2,"Sra, Amandeep K","Peng, Hao-Che",,,,,aks057000,amandeep sra
CHEM,2401,004,,7,3,1,3,,2,1,1,,,,1,,,,,1,"Pantano, Paul","Lumata, Jenica",,,,,pantano,paul pantano
CHEM,3321,001,6,2,3,3,2,5,1,5,6,5,3,,12,,,,,3,"Torabifard, Hedieh","Mills, Kira R",,,,,hxt200006,hedieh torabifard
CHEM,3322,001,5,14,8,15,9,5,6,5,6,,2,2,6,,,,,2,"Nielsen, Steven","Yan, Qing",,,,,son051000,steven nielsen
CHEM,3361,001,,1,,,2,2,3,2,,3,1,,2,,,,,0,"Jia, Lin","Boyd, Stefanie D",,,,,lxj200008,lin jia
CHEM,3361,002,,1,,,1,4,1,,,,,2,1,,,,,0,"Gavva, Sandhya R",,,,,,sgavva,sandhya gavva
CHEM,3362,001,,5,2,4,,3,2,2,,1,,1,,,,,,1,"Candas, Mehmet","Reitzer, Lawrence","Soladogun, Adedamola S","Sunder Singh, Jacqulene Preethi","Yetkin, Celal E","Petter, Andrew T",candas,mehmet candas
CHEM,3471,001,,10,,1,,,,,,,,,1,,,,,0,"Smaldone, Ronald A",,,,,,ras120030,ronald smaldone
CHEM,3471,002,3,2,3,,,2,1,,,,,,,,,,,1,"Gassensmith, Jeremiah J","Koirala, Shailendra","Parsamian, Perouza","Alexander, Shevon","Howlett, Thomas S",,jjg130230,jeremiah gassensmith
CHEM,3471,0W1,2,1,3,1,,,,,,,,,2,,,,,2,"Panapitiya, Nimanka P",,,,,,npp081000,nimanka panapitiya
CHEM,3472,001,,1,,1,3,,,,1,,2,,3,,,,,2,"Goux, Warren J","Siddiki, A K M Nur Alam","Igie, Nosakhare F","Haque, Syed Fahad Bin","Odeyemi, Isaiah O",,wgoux,warren goux
CHEM,3472,002,1,4,1,2,5,1,,4,2,1,,1,1,,,,,0,"Qin, Yanping","Siddiki, A K M Nur Alam","Igie, Nosakhare F","Odeyemi, Isaiah O","Haque, Syed Fahad Bin",,yxq083000,yanping qin
CHEM,3472,003,4,4,6,5,1,3,,1,,,,,,,,,,1,"Hashami, Zohreh","Siddiki, A K M Nur Alam","Haque, Syed Fahad Bin",,,,zxh088000,zohreh hashami
CHEM,4335,001,3,6,5,6,4,1,,1,,,,,,,,,,2,"Ferraris, John",,,,,,ferraris,john ferraris
CHEM,4473,001,,7,1,1,1,,2,1,1,,,,,,,,,2,"Huang, Yu","Brand, Emily J","Kikumoto Dias, Juliana","Adams, Derik A","Dias, Prabavi Shayana",,yxh091220,yu huang
CHEM,4473,002,,2,2,1,3,2,1,1,1,,,,1,,,,,2,"Goux, Warren J","Brand, Emily J","Kikumoto Dias, Juliana","Adams, Derik A","Dias, Prabavi Shayana","Huang, Yu",wgoux,warren goux
CHEM,5333,001,,8,3,,,,,,,,,,,,,,,0,"Ahn, Jung-Mo",,,,,,jxa041100,jung mo ahn
CHEM,6100,001,,,,,,,,,,,,,2,107,,,,0,"Torabifard, Hedieh",,,,,,hxt200006,hedieh torabifard
CHEM,6361,001,,9,,2,1,,,,,,,,,,,,,0,"Meloni, Gabriele",,,,,,gxm152330,gabriele meloni
CHEM,6389,001,,8,16,4,1,,,,,,,,,,,,,0,"Balkus, Kenneth",,,,,,balkus,kenneth balkus
CHEM,6V39,001,,15,2,,,,,,,,,,,,,,,0,"Stefan, Mihaela C","Arche, Phillip Damien E","Taslimy, Somayeh",,,,mci071000,mihaela stefan
CHIN,1311,001,4,5,3,,1,,,,,,1,,1,,,,,0,"Ma, Ying",,,,,,yxm171930,ying ma
CHIN,1312,001,8,2,3,1,,,,,,,,,,,,,,0,"Chen, Bei",,,,,,bxc152730,bei chen
CHIN,2311,001,8,,4,,2,2,,,,,1,,,,,,,0,"Chen, Bei",,,,,,bxc152730,bei chen
CHIN,2312,001,5,3,2,2,,1,,1,,,,,,,,,,0,"Chen, Bei",,,,,,bxc152730,bei chen
CLDP,2314,001,2,1,,4,2,3,1,,1,1,1,,1,,,,,0,"Atchison, Kristin J","Padilla Cardoso, Mayra A",,,,,kja042000,kristin atchison
CLDP,3303,001,2,13,,1,13,,1,2,,1,,,5,,,,,2,"Maguire, Mandy","Thomas, Abbey L",,,,,mjm053000,mandy maguire
CLDP,3305,001,,62,,,6,,,3,,,,,1,,,,,0,"Touchstone, Emily W","Eppes, Anna A",,,,,exw010200,emily touchstone
CLDP,3310,001,1,8,4,4,1,1,3,2,1,1,,1,2,,,,,0,"Nelson Taylor, Jackie A","Heinrich, Melissa D",,,,,jan110030,jackie nelson taylor
CLDP,3310,0W1,,14,,1,4,,,1,,1,,,1,,,,,0,"Bonner, Deborah L","Wu, Dennis",,,,,dbonner,deborah bonner
CLDP,3332,001,1,11,5,3,9,5,3,,,2,2,,1,,,,,3,"Drew, Linda M","Hafiz, Mariam",,,,,lmd102020,linda drew
CLDP,3339,0H1,,21,,3,,,,1,,,,,4,,,,,0,"Huxtable-Jester, Karen J","Zhu, Yiyi",,,,,kxh014900,karen huxtable jester
CLDP,3342,501,,36,,,5,1,,1,,,,,,,,,,2,"Bonner, Deborah L","Wu, Dennis",,,,,dbonner,deborah bonner
CLDP,3362,001,3,11,6,3,5,2,1,1,,,,,4,,,,,3,"Atchison, Kristin J","Monroe, Anthony J",,,,,kja042000,kristin atchison
CLDP,3394,0H1,,17,,,2,,,2,,,1,,,,,,,0,"Grant, Meridith G",,,,,,mga061000,meridith grant
CLDP,4308,001,,3,,,8,,,,,,,,2,,,,,0,"Touchstone, Emily W","Vu, Katrina D",,,,,exw010200,emily touchstone
COMD,6221,001,,71,20,9,3,3,,,,,,,,,,,,0,"Shembel, Adrianna C",,,,,,acs200005,adrianna shembel
COMD,6240,0H1,,60,,,,,,,,,,,,,,,,0,"Touchstone, Emily W",,,,,,exw010200,emily touchstone
COMD,6308,001,,30,,,1,,,,,,,,,,,,,0,"Rich, Judith B","Denicola-Prechtl, Kathleen M",,,,,jbm014600,judith rich
COMD,6320,001,,25,,,,,,,,,,,,,,,,0,"Smith, Irma E","Dean, Lucinda L",,,,,ieg011000,irma smith
COMD,6377,001,,23,,,1,,,,,,,,,,,,,0,"Kenedi, Helen","Sale, Felicity F",,,,,kenedi,helen kenedi
COMD,6378,001,,84,,,1,,,,,,,,,,,,,0,"Dean, Lucinda L","Sale, Felicity F",,,,,lxl018300,lucinda dean
COMD,7208,001,,18,,,,,,,,,,,,,,,,0,"Brown, Allison T",,,,,,aet052000,allison brown
COMD,7221,001,,49,,,7,,,,,,,,,,,,,0,"Carter, Jessica A",,,,,,jar032000,jessica carter
COMD,7222,001,,59,,,,,,,,,,,,,,,,0,"Touchstone, Emily W",,,,,,exw010200,emily touchstone
COMD,7301,501,,14,,,,,,,,,,,,,,,,0,"Rich, Judith B",,,,,,jbm014600,judith rich
COMD,7307,001,,26,,,,,,,,,,,,,,,,0,"Kenedi, Helen",,,,,,kenedi,helen kenedi
COMD,7325,0W1,,9,2,2,1,,,,,,,,,,,,,0,"Fowler, Stephanie L",,,,,,slr150030,stephanie fowler
COMD,7336,001,,39,5,6,,1,,,,,,,,,,,,0,"Rollins, Pamela R","De Froy, Adrienne M",,,,,rollins,pamela rollins
COMD,7384,501,,27,,,,,,,,,,,,,,,,0,"Lombardi, Christina L",,,,,,tinalee,christina lombardi
COMD,7387,001,,10,,,,,,,,,,,,,,,1,0,"Evans, Julia L",,,,,,jle130030,julia evans
COMD,7V56,001,,17,,,,,,,,,,,,,,,,0,"Rojas-Villarreal, Raul",,,,,,rxr105520,raul rojas villarreal
COMM,1311,001,5,12,16,7,9,5,3,4,3,1,1,1,8,,,,,1,"Totusek, Patricia F","Gregory, Mona Y","Nash, Michelle A",,,,pft140030,patricia totusek
COMM,1311,002,,2,1,6,2,2,2,1,,,1,,1,,,,,5,"Baker, Barbara L",,,,,,blb140430,barbara baker
COMM,1311,003,,2,2,7,6,1,1,1,,2,1,,1,,,,,0,"Baker, Barbara L",,,,,,blb140430,barbara baker
COMM,1311,004,3,8,6,2,3,2,,,,,,,,,,,,0,"Arnold, Bob",,,,,,bxa161430,bob arnold
COMM,1311,005,1,7,4,1,6,,,,2,,2,,,,,,,0,"Arnold, Bob",,,,,,bxa161430,bob arnold
COMM,1311,006,10,7,5,,2,,,,,,,,,,,,,0,"Totusek, Patricia F",,,,,,pft140030,patricia totusek
COMM,1311,007,3,11,4,2,2,,,1,,,,,,,,,,0,"Totusek, Patricia F",,,,,,pft140030,patricia totusek
COMM,1311,0H1,18,2,1,2,,,,,,,,,1,,,,,0,"Davis, Letitia",,,,,,,letitia davis
COMM,1311,0H2,12,3,2,,,3,,,,,,,4,,,,,0,"Davis, Letitia",,,,,,,letitia davis
COMM,1311,0H3,6,3,3,6,4,,,1,,,,,1,,,,,0,"Templeton, Allison A",,,,,,aam141730,allison templeton
COMM,1311,0H4,1,6,8,4,3,,,,,,,,2,,,,,0,"Templeton, Allison A",,,,,,aam141730,allison templeton
COMM,1311,0W1,4,11,3,1,2,,,,1,,1,,1,,,,,0,"Templeton, Allison A",,,,,,aam141730,allison templeton
COMM,1311,0W2,5,8,3,3,2,1,1,,,,,1,,,,,,0,"Templeton, Allison A",,,,,,aam141730,allison templeton
COMM,1311,0W3,12,6,1,2,,1,,,,1,,,,,,,,0,"Tanner, Lari J",,,,,,ljt130130,lari tanner
COMM,1311,0W4,2,7,2,3,1,3,,,2,,2,,1,,,,,0,"Williams, Alecia N",,,,,,axw124630,alecia williams
COMM,1311,0W5,14,5,1,1,,1,1,,,,,,,,,,,1,"Tanner, Lari J",,,,,,ljt130130,lari tanner
COMM,1311,0W6,14,7,1,,,,,,,,,,1,,,,,1,"Vazzi, Lisa",,,,,,lxv160630,lisa vazzi
COMM,1311,0W7,11,5,2,,1,,1,,,,,1,2,,,,,0,"Vazzi, Lisa",,,,,,lxv160630,lisa vazzi
COMM,1315,0H1,20,4,,,,,,,1,,,,5,,,,,0,"Saenz, Michael A",,,,,,mas130030,michael saenz
COMM,1315,0H2,21,4,1,,,,1,,,,,,2,,,,,1,"Saenz, Michael A",,,,,,mas130030,michael saenz
COMM,1315,0H3,7,6,3,3,,1,1,,,,,,2,,,,,1,"Skiles, Bradley W",,,,,,bws150030,bradley skiles
COMM,1315,0H4,6,6,5,1,,2,1,,,1,,,1,,,,,1,"Skiles, Bradley W",,,,,,bws150030,bradley skiles
COMM,1315,0H5,,2,6,3,1,4,,1,,,,,5,,,,,1,"Aranda, Johnson",,,,,,jxa190020,johnson aranda
COMM,1315,0W1,3,11,3,1,3,2,1,2,,,,,2,,,,,2,"King, Carie S","Hernandez-Katz, Melissa M",,,,,cxl085200,carie king
COMM,1315,0W2,4,8,4,2,2,,,,,,,,3,,,,,1,"Cannon, Charles",,,,,,cxc190014,charles cannon
COMM,1315,0W3,10,8,3,1,,,,1,,1,,,,,,,,0,"Cannon, Charles",,,,,,cxc190014,charles cannon
COMM,1315,HN1,1,14,2,1,,,,,,,,,,,,,2,1,"Herndon, Scott",,,,,,sxh021200,scott herndon
COMM,3340,001,3,6,7,1,2,1,,,,,,,,,,,,0,"Totusek, Patricia F",,,,,,pft140030,patricia totusek
COMM,4305,0W1,2,7,5,2,4,,,1,,,,,3,,,,,0,"Schlobohm, Maribeth L",,,,,,mls077000,maribeth schlobohm
COMM,4314,001,3,5,,1,1,,,,,,,,1,,,,,1,"King, Carie S",,,,,,cxl085200,carie king
COMM,4371,001,5,4,3,,,1,,,,,,,1,,,,,0,"Hernandez-Katz, Melissa M",,,,,,mhkatz,melissa hernandez katz
CRIM,1301,001,8,15,12,9,5,3,2,2,,,1,1,2,,,,,0,"Geibler, Robert",,,,,,rxg210036,robert geibler
CRIM,1301,0W1,,8,5,2,21,4,4,4,2,,3,,5,,,,,2,"Harris, Michelle N","Dore, Gaetan",,,,,mnh200001,michelle harris
CRIM,1307,001,9,5,7,13,11,6,5,3,5,2,,1,7,,,,,0,"Hayslip, Melissa P","Van Blarcum, Lauren N",,,,,mpb150030,melissa hayslip
CRIM,1307,0W1,,35,7,3,10,7,7,3,,,4,,2,,,,,3,"Kovandzic, Tomislav","Rodriguez, Diana C",,,,,tvk071000,tomislav kovandzic
CRIM,2306,001,10,11,9,8,6,6,2,1,2,1,1,1,1,,,,,1,"Hayslip, Melissa P","Van Blarcum, Lauren N",,,,,mpb150030,melissa hayslip
CRIM,2313,0W1,7,6,10,11,6,6,3,6,4,,1,1,15,,,,,2,"Gordon, Quinn T",,,,,,qtg140030,quinn gordon
CRIM,2316,001,8,4,5,3,1,1,1,3,1,,2,,4,,,,,0,"Corey, Jessica",,,,,,jxc190009,jessica corey
CRIM,2317,0W1,17,30,7,1,1,4,,1,2,,,,5,,,,,1,"Polk, Elmer O","Wilds, Katherine M",,,,,peo091000,elmer polk
CRIM,3300,0W1,5,33,12,5,6,5,1,2,,,1,1,4,,,,,0,"Worrall, John L","Manuel, Samantha A",,,,,jlw064000,john worrall
CRIM,3301,0W1,16,16,11,11,5,3,3,1,1,2,1,2,5,,,,,1,"Hayslip, Melissa P","Van Blarcum, Lauren N",,,,,mpb150030,melissa hayslip
CRIM,3302,0W1,37,10,5,3,,3,1,1,,,,,,,,,,0,"Polk, Elmer O","Wilds, Katherine M",,,,,peo091000,elmer polk
CRIM,3303,001,7,14,6,6,5,1,1,1,1,,,1,4,,,,,1,"Park, Yeonjae",,,,,,yxp190004,yeonjae park
CRIM,3310,001,16,8,16,8,10,6,,4,1,,1,1,3,,,,,0,"Hamer, Karen",,,,,,kxh200012,karen hamer
CRIM,3312,001,,2,3,5,6,9,6,8,7,2,5,1,5,,,,,1,"Jacobs, Bruce A","Dore, Gaetan",,,,,baj034000,bruce jacobs
CRIM,3319,0W1,49,10,9,2,3,1,3,,,,,1,1,,,,,0,"Polk, Elmer O","Wilds, Katherine M",,,,,peo091000,elmer polk
CRIM,4311,001,4,8,1,3,2,6,2,,1,,,,,,,,,1,"Riddell, Jordan R",,,,,,jxr122330,jordan riddell
CRIM,4322,0H1,,1,3,3,5,3,5,,2,,2,,1,,,,,1,"Vieraitis, Lynne M","Manuel, Samantha A",,,,,lmv071000,lynne vieraitis
CRIM,4396,001,3,8,,,,2,,,1,,,1,,,,,,0,"Boots, Denise P","Maduforo, Kate E",,,,,dpb062000,denise boots
CRIM,4396,0W1,23,32,9,1,5,3,1,1,,,1,,1,,,,,3,"Polk, Elmer O","Wilds, Katherine M",,,,,peo091000,elmer polk
CRIM,6308,001,,11,,2,,,1,,,,,,1,,,,,1,"Harris, Michelle N",,,,,,mnh200001,michelle harris
CRIM,6311,001,,2,4,1,,1,,1,,,,,1,,,,,0,"Vieraitis, Lynne M",,,,,,lmv071000,lynne vieraitis
CRWT,2301,001,6,3,1,2,,3,,,,,,,,,,,,0,"Wright, Adam M",,,,,,amw140430,adam wright
CRWT,2301,002,10,1,,1,,,,,,1,,,1,,,,,1,"Baker, Matthew W",,,,,,mwb190002,matthew baker
CRWT,2301,003,,8,3,1,1,,,,,,,,,,,,,0,"Balasa, Alexandra",,,,,,axb177630,alexandra balasa
CRWT,2301,004,,7,3,3,,,,,,,,,,,,,,0,"Balasa, Alexandra",,,,,,axb177630,alexandra balasa
CRWT,2301,005,5,2,5,1,1,1,,,,,,,,,,,,0,"Cranfill, Jennifer E",,,,,,jec090020,jennifer cranfill
CRWT,2301,501,6,2,1,2,,,,,,1,,,,,,,,3,"Baker, Matthew W",,,,,,mwb190002,matthew baker
CRWT,3306,001,10,2,3,,,,,,,,,,,,,,,0,"Munoz-Hunt, Toni",,,,,,txm109120,toni munoz hunt
CRWT,3306,501,2,7,2,,,,,,,,,,,,,,,2,"Martinez, Manuel L",,,,,,mlm160630,manuel martinez
CRWT,3330,501,,3,3,1,2,1,1,,,,1,,,,,,,1,"Vincent, Shelby D",,,,,,sdv034000,shelby vincent
CRWT,3351,501,8,4,,1,,1,,,,,,,1,,,,,0,"Neal, Laura",,,,,,lxn200009,laura neal
CRWT,3354,001,,4,7,2,,,,,,,,,,,,,,1,"Goldberg, Paula",,,,,,pxg180023,paula goldberg
CS,1134,601,28,25,,2,2,2,,1,1,,,2,2,,,,,1,"Doore, Karen L","Celiktug, Mestan Firat",,,,,kld054000,karen doore
CS,1134,602,18,22,1,2,2,,,5,,,2,,9,,,,,7,"Doore, Karen L","Celiktug, Mestan Firat",,,,,kld054000,karen doore
CS,1136,101,33,14,9,2,2,2,2,3,,,,,1,,,,,0,"Doore, Karen L","Thompson, Laurie A",,,,,kld054000,karen doore
CS,1136,103,12,8,4,1,2,1,3,1,1,,2,,8,,,,,3,"Doore, Karen L","Thompson, Laurie A",,,,,kld054000,karen doore
CS,1136,104,16,10,2,,4,6,2,7,,,,,2,,,,,0,"Doore, Karen L","Thompson, Laurie A",,,,,kld054000,karen doore
CS,1136,106,8,11,3,1,1,5,2,2,,,1,,17,,,,,2,"Doore, Karen L","Thompson, Laurie A",,,,,kld054000,karen doore
CS,1136,108,19,11,6,6,3,5,2,1,,,2,,12,,,,,2,"Doore, Karen L","Thompson, Laurie A",,,,,kld054000,karen doore
CS,1136,109,33,8,2,3,4,2,1,5,,,,,5,,,,,0,"Doore, Karen L","Thompson, Laurie A",,,,,kld054000,karen doore
