Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,NC,P,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
BPS,6310,501,,8,5,4,,,,,,,,,1,,,,0,"Lin, Zhiang","Liu, Yu",,,,,smc130730,shawn carraher
BPS,6310,GW1,,10,10,3,1,,,,,,,,,,,3,0,"Choi, Emily",,,,,,exc113230,emily choi
BPS,6310,MBP,,12,8,5,3,,,,,,,,,,,9,0,"Chasteen, Larry H","Welbourne Eleazar, Miranda J",,,,,chasteen,larry chasteen
BPS,6332,501,,11,,,12,,,1,,,,,,,,6,1,"Dess, Gregory","Liu, Yu",,,,,ggd021000,gregory dess
BPS,6332,CW1,,24,,,,,,,,,,,,,,,1,"Ferrante, Anne M",,,,,,,anne ferrante
BPS,6360,501,,5,4,,1,,1,,,,,,,,,1,0,"Hicks, Jeffrey N","Shen, Jia",,,,,jnh061000,jeffrey hicks
BUAN,6312,001,,14,12,14,2,,,,,,,,,,,15,0,"Joo, Joonhwi","Oyima-Antseleve, Ndackyssa",,,,,mxb135230,moran blueshtein
BUAN,6312,002,,8,9,4,,,,,,,,,,,,3,0,"Blueshtein, Moran","Smith, Jake A","Rao, Arush",,,,axz051000,alejandro zentner
BUAN,6312,0W1,,15,1,10,3,,,,,,,,1,,,4,1,"Joo, Joonhwi","Oyima-Antseleve, Ndackyssa",,,,,mxb135230,moran blueshtein
BUAN,6312,SS1,,7,6,6,3,3,,,,,,,1,,,7,1,"Blueshtein, Moran","Smith, Jake A","Rao, Arush",,,,mxb135230,moran blueshtein
BUAN,6320,001,,49,9,7,2,,,,,,,,,,,1,2,"Narayan, Ravishankar L","Verma, Chinmay",,,,,rln130030,ravishankar narayan
BUAN,6320,002,,37,14,3,1,,,1,,,,,,,,3,0,"Calisir, Engin","Jagtap, Himanshu S",,,,,rln130030,ravishankar narayan
BUAN,6320,501,,45,15,6,,1,,,,,,,,,,1,0,"Narayan, Ravishankar L","Verma, Chinmay",,,,,huseyin,huseyin cavusoglu
BUAN,6320,SS1,,35,6,3,3,,,,,,,,1,,,,0,"Narayan, Ravishankar L","Jagtap, Himanshu S",,,,,rln130030,ravishankar narayan
BUAN,6335,SW1,,1,2,2,2,,,1,,,,,,,,1,1,"Narayan, Ravishankar L","Verma, Chinmay",,,,,rln130030,ravishankar narayan
BUAN,6337,001,,3,5,10,4,1,,,,,,,,,,7,1,"Tehrani, Shervin S","Bagheri Tirtashi, Ali","Lim, Taewook",,,,eeh017200,ernan haruvy
BUAN,6337,002,,9,9,10,2,,,,,,,,,,,14,1,"Murthi, B P","Alavi, Seyyedeh Soogand",,,,,murthi,b p murthi
BUAN,6337,003,,10,8,15,4,,,,,,,,,,,6,0,"Murthi, B P","Lim, Taewook",,,,,murthi,b p murthi
BUAN,6337,0W1,,6,6,2,2,,,,,,,,,,,12,0,"Subramanian, Upender","Alavi, Seyyedeh Soogand",,,,,uxs092000,upender subramanian
BUAN,6337,501,,6,7,13,7,,,,,,,,,,,6,1,"Tehrani, Shervin S","Lim, Taewook","Bagheri Tirtashi, Ali",,,,mxg153330,mike grigsby
BUAN,6340,0H1,,15,7,2,2,1,,,,,,,1,,,9,2,"Parker, Jason A","Patel, Mitansh R",,,,,jap090020,jason parker
BUAN,6340,0H2,,13,,,,,,,,,,,,,,5,1,"Parker, Jason A","Patel, Mitansh R",,,,,jap090020,jason parker
BUAN,6340,SH1,,10,4,1,1,,,,,,,,,,,3,3,"Parker, Jason A","Patel, Mitansh R",,,,,jap090020,jason parker
BUAN,6341,001,,3,2,2,2,,,,,,,,,,,3,1,"Meng, Zixuan","Mishra, Rajat",,,,,nxs045000,nassim sohaee
BUAN,6341,002,,3,1,1,1,,,,,,,,,,,8,1,"Sohaee, Nassim","Prasanna, Pragathi",,,,,nxs045000,nassim sohaee
BUAN,6341,003,,8,7,5,1,2,,,,,,,,,,13,0,"Sohaee, Nassim","Prasanna, Pragathi",,,,,mfs170430,muhammad sabir
BUAN,6346,001,,5,2,3,,1,,,,,,,,,,1,0,"Bradbury, Judd D","Ghori, Sadiya Mehdees",,,,,kxs147230,kashif saeed
BUAN,6346,501,,31,4,1,,,,,,,,,,,,2,0,"Perez, Jerry","Bhuskute, Amruta Y",,,,,axh134230,austin henslee
BUAN,6346,503,,41,2,,,,,,,,,,,,,,1,"Elkhodari, Gasan","Tripathi, Animesh",,,,,gxe051000,gasan elkhodari
BUAN,6347,501,,23,,,,,,,,,,,,,,,0,"Perez, Jerry","Bhuskute, Amruta Y",,,,,axh134230,austin henslee
BUAN,6356,001,,13,10,4,2,,,1,,,,,1,,,8,0,"Thouin, Mark","Aneye, Asse O",,,,,jap090020,jason parker
BUAN,6356,002,,6,3,3,1,1,,,,,,,,,,11,0,"Chen, Jianqing","Liu, Yihong",,,,,bardhan,indranil bardhan
BUAN,6356,003,,8,5,7,3,,,,,,,,,,,11,0,"Sun, Shujing","Rathore, Ali H",,,,,jap090020,jason parker
BUAN,6356,501,,2,5,6,7,,,1,,,,,1,,,,0,"Sun, Shujing","Rathore, Ali H",,,,,jap090020,jason parker
BUAN,6356,SS1,,7,11,6,8,2,,,,,,,1,,,10,2,"Chatterjee, Sourav","Daniyal, Muhammad",,,,,sxc180075,sourav chatterjee
BUAN,6357,501,,3,6,3,1,,1,,,,,,,,,4,0,"Chatterjee, Sourav","Daniyal, Muhammad",,,,,wlj031000,walter johnston
BUAN,6359,0W1,,11,5,9,2,,2,,,,,,,,,13,0,"Brussolo, Monica E","Kattula, Karthik Mahanth",,,,,meb049000,monica brussolo
BUAN,6359,501,,14,4,3,1,1,2,,,,,,1,,,25,0,"Ramezani, Rasoul","Kattula, Karthik Mahanth",,,,,rxr145930,rasoul ramezani
BUAN,6359,SS1,,14,12,5,6,3,,,,,,,5,,,10,1,"Toptal, Aysegul","Aneye, Asse O",,,,,axt083100,aysegul toptal
BUAN,6398,001,,12,1,3,1,,1,,,,,,,,,8,0,"Ramezani, Rasoul","Kattula, Karthik Mahanth",,,,,cxk162830,
BUAN,6398,002,,4,,,1,1,1,1,,,,,,,,2,0,"Ramezani, Rasoul",,,,,,cxk162830,
BUAN,6398,0W1,,15,2,6,3,1,,,,,,,,,,5,0,"Sethi, Awanti",,,,,,cxk162830,
BUAN,6398,501,,38,1,1,6,,,,,,,,2,,,22,0,"Alimirzaei, Athena","Celik, Beyza",,,,,cxk162830,
BUAN,6398,SW1,,18,1,4,6,,,,,,,,,,,5,1,"Alimirzaei, Athena","Celik, Beyza",,,,,axa134231,athena alimirzaei
BUAN,6V99,002,,14,,,,,,,,,,,,,,3,0,"Shekhar, Gaurav","Thakare, Anvay",,,,,gxs150130,gaurav shekhar
CE,1202,001,5,3,1,,4,,1,,1,,,,7,3,5,,4,"Cogan, Diana L",,,,,,dcc095020,diana cogan
CE,1202,002,2,6,2,2,3,1,2,1,,,,,2,3,3,,3,"Cogan, Diana L",,,,,,axk144831,amir khoobroo
CE,1202,003,2,3,1,1,1,,1,1,,,1,,7,,1,,2,"Cogan, Diana L",,,,,,dcc095020,diana cogan
CE,1202,004,3,1,7,,2,2,1,,1,,,1,,4,1,,3,"Cogan, Diana L",,,,,,dcc095020,diana cogan
CE,2310,001,14,2,1,1,1,1,1,,,,,,2,1,2,,1,"Zhou, Dian","Wang, Yifan","Peng, Genchang",,,,dodge,nathan dodge
CE,2310,002,2,9,2,2,1,2,,1,2,,2,,,,2,,2,"Nikoubin, Tooraj","Jain, Apurva","Tellakula, Suraag S",,,,txn190011,tooraj nikoubin
CE,2310,501,10,3,,,,,,2,1,,,,5,,,,2,"Zhou, Dian","Gao, Tianning","Luo, Ziyang",,,,dodge,nathan dodge
CE,2336,001,,,,,1,1,,1,,,,,,2,,,6,"Smith, Jason W",,,,,,mxn143230,mehra borazjany
CE,2336,501,,5,1,,4,,,1,1,,,,,1,2,,0,"Chappidi, Sruthi",,,,,,kkhan,ziaullah khan
CE,3161,052,4,7,3,3,1,1,1,,,,,,,,,,0,"Mezenner, Rabah",,,,,,rxm129730,rabah mezenner
CE,3161,091,,2,1,3,1,4,1,,1,,,,1,1,,,0,"Mezenner, Rabah",,,,,,rxm129730,rabah mezenner
CE,3201,001,4,11,3,3,3,,,,1,,,,,3,,,2,"Nikoubin, Tooraj","Steele, Alec M","Movahed Mohammadi, Seyed Ehsan","Meng, Xingyu","Khoshlessan, Mahshid","Taherkhani, Nima",txn190011,tooraj nikoubin
CE,3201,002,1,9,5,2,2,3,,2,,,4,,,1,1,,2,"Nikoubin, Tooraj","Steele, Alec M","Movahed Mohammadi, Seyed Ehsan","Meng, Xingyu","Khoshlessan, Mahshid","Taherkhani, Nima",txn190011,tooraj nikoubin
CE,3202,001,,17,2,1,5,2,4,,,,,,,3,1,,3,"Kiasaleh, Kamran","Apalak, Merve","Shankar, Nikhil","Dousti, Behnoush","Sajadi, Abdolrahman",,kamran,kamran kiasaleh
CE,3202,002,,4,,2,2,,2,,,,,,,1,1,,0,"Kiasaleh, Kamran","Apalak, Merve","Shankar, Nikhil","Dousti, Behnoush","Sajadi, Abdolrahman",,overzet,lawrence overzet
CE,3301,001,,12,4,2,,2,,1,4,,,,,3,,,1,"Friedman, Joseph S","Edwards, Alexander J",,,,,rxh033000,
CE,3301,002,1,6,2,11,2,,1,2,4,,,,,4,,,0,"Chiu, Yun","Farhadi, Masoud","Choi, Ye I",,,,bxf102000,babak fahimi
CE,3310,001,,4,,,4,,,4,,,,,,5,1,,0,"Lee, Gil S","Abousaba, Mohammad F",,,,,jblee,jeong bong lee
CE,3310,002,2,12,6,1,1,,,,,,,,1,,,,2,"Frensley, William","Abousaba, Mohammad F",,,,,sxp124631,siavash pourkamali
CE,3311,001,1,4,,,4,,,1,,,,,,3,1,,0,"Lee, Gil S","Choi, Ye I",,,,,kxo091000,kenneth
CE,3311,002,2,2,4,,2,,,2,,,,,1,5,,,0,"Liu, Jin","Xiong, Jiu",,,,,jinliu,jin liu
CE,3311,003,,4,2,4,2,3,,1,,,,,,3,,,0,"Lee, Hoi","Cheng, Qi",,,,,hxl054000,hoi lee
CE,3320,001,1,5,4,3,3,2,1,,4,,,,,3,1,,1,"Bhatia, Dinesh","Sears, Mark R",,,,,dcc095020,diana cogan
CE,3320,002,1,1,1,1,2,,1,,1,,,,,3,4,,1,"Nourani, Mehrdad","Steele, Alec M",,,,,dinesh,dinesh bhatia
CE,3320,003,,1,3,3,1,2,3,2,,,,,1,9,1,,4,"Balsara, Poras","Sears, Mark R",,,,,txn190011,tooraj nikoubin
CE,3345,001,,1,2,1,2,2,,1,,,,,,4,,,0,"Ozbirn, Greg A",,,,,,axc157030,anjum chida
CE,3345,003,1,3,,,,,,,2,1,,,,,1,,4,"Alagar, Sridhar",,,,,,axc157030,anjum chida
CE,3345,0W1,,2,1,1,2,1,1,,1,,,,,,,,1,"Feng, Ranran",,,,,,rxf090020,ranran feng
CE,3345,502,,1,1,,1,2,2,,,,,,,1,,,2,"Khan, Ziaullah",,,,,,kkhan,ziaullah khan
CE,3354,003,,1,,3,3,,,1,2,,,,,2,,,1,"Murthy, Sudarshan S",,,,,,exc067000,ebru cankaya
CE,3354,0W2,,1,2,,1,,1,1,,2,,,,1,2,,0,"Nouroz Borazjany, Mehra",,,,,,jxs017800,janell straach
CE,4202,001,,15,1,,1,,,,,,,,,,,,0,"Henderson, Rashaunda M","Medina, Oscar F",,,,,rmh072000,rashaunda henderson
CE,4203,001,11,4,2,1,2,3,,,,,1,,,1,1,,0,"Kehtarnavaz, Nasser","Ni, Aoxin","Azarang, Arian",,,,nxk019000,nasser kehtarnavaz
CE,4304,001,6,17,7,4,,2,,,,,1,,3,,4,,0,"Swartz, William P","Akbarzadeh, Sara","Raghavendra, Shruthi",,,,wps100020,william swartz
CE,4304,002,2,4,3,3,1,2,,,,,,,1,,1,,1,"Swartz, William P","Akbarzadeh, Sara","Raghavendra, Shruthi",,,,wps100020,william swartz
CE,4337,001,,3,2,,3,2,,,,,,,,2,,,0,"Davis, Chris I","Li, Dongcheng",,,,,cid021000,chris davis
CE,4337,0W1,10,2,2,2,5,,,,,,,,,1,3,,0,"Karami, Gity","Mohammadpour, Somayeh",,,,,gxk180009,gity karami
CE,4348,001,,9,,,15,,,4,,,4,,,29,6,,1,"Goodrum, Richard A","Kobayashi, Hideo","Dhoked, Sahil",,,,rag150330,richard goodrum
CE,4370,001,1,5,13,8,9,4,1,1,,,,,1,9,2,,3,"Carrion Schaefer, Benjamin",,,,,,wps100020,william swartz
CE,4370,002,6,9,4,1,4,1,1,,,,,,,,,,0,"Swartz, William P","Xu, Xiangyu",,,,,leb180000,
CE,4388,001,,14,2,8,,,,,,,,,,,,,0,"Tacca, Marco",,,,,,mtacca,marco tacca
CE,4389,001,,6,5,,1,,1,,,,,,,,,,0,"Skinner, Neal G",,,,,,mtacca,marco tacca
CE,4389,002,,5,4,1,,,,1,,,,,,2,,,0,"Hansen, John",,,,,,skinner,neal skinner
CE,4389,003,1,9,7,3,,,,,,,,,,,,,0,"Tacca, Marco",,,,,,mtacca,marco tacca
CE,4389,004,,9,1,1,,,,,1,,,,,1,,,0,"Skinner, Neal G",,,,,,skinner,neal skinner
CE,4390,001,1,,1,2,,,,,1,,,,,4,1,,1,"Haas, Zygmunt J","Garg, Srishti",,,,,nhutnn,nhut nguyen
CE,4390,0W2,1,2,4,5,2,,2,1,,,,,,6,,,0,"Gupta, Neeraj K","Ganesan, Aparna","Li, Shuo",,,,nkg140130,neeraj gupta
CE,6301,001,,10,,,,,,,,,,,,,,,0,"Swartz, William P","Huang, Qiongdan",,,,,nourani,mehrdad nourani
CE,6302,001,,2,2,2,3,,,,,,,,1,,,,0,"Bennett, Terrell R","Kuruvila, Abraham P",,,,,trb052000,terrell bennett
CE,6304,001,,31,,,1,,,,,,,,,,,,0,"Hu, Yang","Wang, Jianda","Zeng, Xiaoming",,,,gxm112130,yiorgos makris
CGS,2301,0W1,30,15,10,3,5,2,1,1,2,,,1,2,2,2,,3,"Hooge, Kimberley O","Ryland, James W",,,,,koh170030,kimberley orsten hooge
CGS,2301,HN1,5,10,,,,,,,1,,,,,1,,,0,"O'Toole, Alice J",,,,,,otoole,alice otoole
CGS,3342,501,1,12,15,,,,,,,,,,,1,1,,0,"Golden, Richard","Sudheesh, Athul",,,,,golden,richard golden
CGS,3361,001,7,6,2,2,1,,,,,,,,,,,,0,"Roark, Dana A","Winter-Nelson, Ezra",,,,,gsw130130,gagan wig
CGS,3361,002,,6,,,4,,,1,,,1,,,,,,1,"Wig, Gagandeep S","Agres, Phillip F",,,,,kls190004,kendra seaman
CGS,4352,0W1,11,2,1,,1,,,,,,,,,,,,0,"Orrick, Erika D",,,,,,edo042000,erika orrick
CGS,4353,0W1,6,2,,1,1,,,,,,,,,,,,0,"Orrick, Erika D",,,,,,edo042000,erika orrick
CHEM,1111,101,10,7,3,1,3,,,,,1,,,4,,1,,2,"Gavva, Sandhya R","Chen, Chia Yuan",,,,,nxa124430,nimali abeykoon
CHEM,1111,102,4,2,2,1,,3,,,1,1,1,,7,,3,,6,"Gavva, Sandhya R","Cu Castillo, Cristina",,,,,dxd122030,dushanthi dissanayake
CHEM,1111,104,5,6,2,,1,1,,1,,1,,,4,,3,,7,"Gavva, Sandhya R","Chen, Chia Yuan",,,,,nxa124430,nimali abeykoon
CHEM,1111,105,1,3,4,1,3,,1,,,1,1,2,6,,1,,6,"Gavva, Sandhya R","Parsamian, Perouza",,,,,dxd122030,dushanthi dissanayake
CHEM,1111,106,4,3,2,3,,,1,3,,1,,,6,,,,7,"Gavva, Sandhya R","Kassees, Kara J",,,,,axk113330,
CHEM,1111,108,3,5,2,4,4,,,2,,1,1,,2,,3,,4,"Gavva, Sandhya R","Mihranyan, Andranik",,,,,son051000,steven nielsen
CHEM,1111,109,3,5,2,3,1,1,,2,1,1,,1,6,1,2,,2,"Gavva, Sandhya R","Mihranyan, Andranik",,,,,nxa124430,nimali abeykoon
CHEM,1112,101,11,7,3,3,1,1,1,,,,,1,,,,,2,"Dissanayake, Dushanthi S","Adams, Derik A",,,,,yxq083000,yanping qin
CHEM,1112,102,8,5,4,1,1,1,,,1,,,,2,,,,2,"Dissanayake, Dushanthi S","Adams, Derik A",,,,,yxq083000,yanping qin
CHEM,1112,103,3,4,,2,1,,,,,,,,1,,,,0,"Abeykoon, Nimali C","Beck, Erling","Tripathi, Kiran",,,,sgavva,sandhya gavva
CHEM,1112,104,7,5,2,,3,,,,,,,,1,,1,,3,"Abeykoon, Nimali C","Tripathi, Kiran",,,,,sgavva,sandhya gavva
CHEM,1112,105,20,6,,,,1,,,,,,,,1,,,1,"Qin, Yanping","Cook, Mariah A",,,,,sgavva,sandhya gavva
CHEM,1112,106,15,7,5,2,,,,,,,,,,,1,,0,"Qin, Yanping","Cook, Mariah A",,,,,nxa124430,nimali abeykoon
CHEM,1112,108,15,6,3,,1,,,1,1,,1,1,,,,,1,"Hashami, Zohreh","Dominguez, Alexis",,,,,yxq083000,yanping qin
CHEM,1112,109,19,4,3,1,,1,,,,1,,,1,,,,0,"Hashami, Zohreh","Dominguez, Alexis",,,,,nxa124430,nimali abeykoon
CHEM,1112,111,14,6,4,,,,,,1,,,,1,,,,1,"Dissanayake, Dushanthi S","Firouzi, Hamid Reza",,,,,yxh091220,yu huang
CHEM,1112,112,11,7,1,1,1,1,1,,,,1,,1,,1,,4,"Dissanayake, Dushanthi S","Firouzi, Hamid Reza",,,,,sgavva,sandhya gavva
CHEM,1112,114,13,10,2,1,,,,1,,,,,,,,,3,"Qin, Yanping","Cu Castillo, Cristina",,,,,yxq083000,yanping qin
CHEM,1112,115,18,3,2,2,,,,,,,,,,,1,,4,"Qin, Yanping","Cu Castillo, Cristina",,,,,nxa124430,nimali abeykoon
CHEM,1112,117,7,5,1,,1,2,1,,,,,,1,,,,3,"Dissanayake, Dushanthi S","Giri, Sachin",,,,,yxq083000,yanping qin
CHEM,1112,118,9,1,2,2,,,,,,,,1,,,,,2,"Dissanayake, Dushanthi S","Giri, Sachin",,,,,nxa124430,nimali abeykoon
CHEM,1112,119,2,2,1,,1,2,,,,,,,1,,,,1,"Abeykoon, Nimali C","Gull, Humera",,,,,axk113330,
CHEM,1112,120,6,7,3,,,1,,,,,,,,,,,7,"Abeykoon, Nimali C","Gull, Humera",,,,,dxd122030,dushanthi dissanayake
CHEM,1112,121,17,7,,2,,1,,,,,,1,1,,,,1,"Hashami, Zohreh","Gamage, Madujika A",,,,,axk113330,
CHEM,1112,122,16,5,3,1,,,,,,,,,,,2,,3,"Hashami, Zohreh","Gamage, Madujika A",,,,,dxd122030,dushanthi dissanayake
CHEM,1112,124,16,5,3,1,2,,1,1,,,,,,,,,1,"Hashami, Zohreh","Liyanaarachchi, Sureshee M",,,,,dxd122030,dushanthi dissanayake
CHEM,1112,125,18,3,3,3,1,,,1,,,,,,,1,,0,"Taghavi Nasrabadi, Amir","Igie, Nosakhare F",,,,,axk113330,
CHEM,1112,127,8,4,5,3,4,,1,1,1,,,,2,,1,,0,"Huang, Yu","Polara, Himanshu S",,,,,nxa124430,nimali abeykoon
CHEM,1112,128,8,14,1,,,,1,,,,,,2,,1,,3,"Huang, Yu",,,,,,dxd122030,dushanthi dissanayake
CHEM,1112,131,19,5,1,1,1,,,,,,1,,,1,,,0,"Qin, Yanping","Rifat, Samia",,,,,axk113330,
CHEM,1112,132,18,6,1,1,1,,1,,,,,,,,1,,0,"Qin, Yanping","Rifat, Samia",,,,,nxa124430,nimali abeykoon
CHEM,1112,133,10,10,2,1,1,2,,1,,1,,,,,,,2,"Qin, Yanping","Johnson, Rebecca M",,,,,dnt019000,daniel tran
CHEM,1112,134,10,11,3,1,,1,,,,,,,,,1,,2,"Qin, Yanping","Johnson, Rebecca M",,,,,dxd122030,dushanthi dissanayake
CHEM,1112,135,14,6,,4,1,,,1,,,1,,2,,,,1,"Abeykoon, Nimali C","Kikumoto Dias, Juliana",,,,,nxa124430,nimali abeykoon
CHEM,1112,136,20,7,,1,1,,,,,,,,1,,,,0,"Abeykoon, Nimali C","Kikumoto Dias, Juliana",,,,,dxd122030,dushanthi dissanayake
CHEM,1112,137,9,9,4,2,2,,,1,,,,,,,,,3,"Dissanayake, Dushanthi S","Kumari, Sneha",,,,,nxa124430,nimali abeykoon
CHEM,1112,138,12,11,1,3,,,1,1,,,,,,1,,,0,"Dissanayake, Dushanthi S","Kumari, Sneha",,,,,zxh088000,zohreh hashami
CHEM,1112,139,15,5,2,1,2,1,,,,,,,1,2,,,1,"Anka, Fadwa H","Mccleary, Corbin B","Nguyen, Trang",,,,fha041000,fadwa anka
CHEM,1112,140,17,6,1,2,2,,,1,1,,,,,,,,0,"Anka, Fadwa H","Mccleary, Corbin B","Nguyen, Trang",,,,fha041000,fadwa anka
CHEM,1112,602,14,7,5,2,,,,,,,,,,,,,2,"Taghavi Nasrabadi, Amir","Igie, Nosakhare F",,,,,dxd122030,dushanthi dissanayake
CHEM,1116,HN1,,29,,,,,,,,,,,,,,,0,"Sibert, John W",,,,,,sibertj,john sibert
CHEM,1311,001,23,26,20,16,26,24,15,15,21,2,5,5,28,9,21,,40,"Sra, Amandeep K","Nguyen, Trang",,,,,sgavva,sandhya gavva
CHEM,1312,001,13,34,22,12,28,13,14,9,3,,4,,4,29,12,,23,"Taylor, Stephanie M",,,,,,aks057000,amandeep sra
CHEM,1312,002,16,45,21,28,12,12,11,4,,1,2,,2,31,11,,21,"Huang, Yu",,,,,,sgavva,sandhya gavva
CHEM,1312,003,5,25,16,10,9,12,6,9,2,1,2,,11,31,21,,31,"Dieckmann, Gregg",,,,,,dieckgr,gregg dieckmann
CHEM,1312,004,1,36,17,10,19,10,14,8,3,1,8,,13,21,18,,38,"Dieckmann, Gregg",,,,,,dieckgr,gregg dieckmann
CHEM,1312,005,,6,5,3,5,4,7,6,,1,6,,12,15,6,,18,"Abeykoon, Nimali C",,,,,,yxh091220,yu huang
CHEM,1316,HN1,9,12,1,2,2,,,,,,,,,3,,,0,"Sibert, John W",,,,,,sibertj,john sibert
CHEM,2123,101,3,2,1,1,,2,,,,,,,,,1,,1,"Panangala, Samitha D","Abbas, Muhammad",,,,,scortes,sergio cortes
CHEM,2123,102,4,9,5,2,5,1,1,,,,1,,2,,,,0,"Hashami, Zohreh","Boardman, Samuel",,,,,scortes,sergio cortes
CHEM,2123,103,2,7,5,3,6,1,,,,,,,1,,,,0,"Panangala, Samitha D","Li, Baowen",,,,,snw081000,sumudu wijenayake
CHEM,2123,104,10,4,3,3,1,2,,1,,3,,,,,,,3,"Cortes, Sergio J","Li, Baowen",,,,,sns170230,shailesh shah
CHEM,2123,105,2,4,3,3,1,,,,,,,,,,,,1,"Gunawardhana, Kahawatte Gedara","Howlett, Thomas S",,,,,snw081000,sumudu wijenayake
CHEM,2123,106,4,6,6,5,2,1,,,,,,,,1,,,0,"Gunawardhana, Kahawatte Gedara","Dias, Prabavi Shayana",,,,,sns170230,shailesh shah
CHEM,2123,107,3,6,1,8,3,,1,,1,,,,2,,,,0,"Jaggi, Neelam","Boardman, Samuel",,,,,sns170230,shailesh shah
CHEM,2123,108,1,3,5,4,3,2,1,,1,,,,1,1,1,,4,"Jaggi, Neelam","Abbas, Muhammad",,,,,dnt019000,daniel tran
CHEM,2125,101,10,5,7,2,4,1,,,,,,,,,,,1,"Shah, Shailesh N","Brand, Emily J",,,,,sns170230,shailesh shah
CHEM,2125,102,7,9,5,1,1,1,,,1,,,,1,2,,,1,"Shah, Shailesh N","Brand, Emily J",,,,,snw081000,sumudu wijenayake
CHEM,2125,103,9,4,6,3,2,4,1,,,,,,1,,,,0,"Panapitiya, Nimanka P","Dias, Prabavi Shayana",,,,,snw081000,sumudu wijenayake
CHEM,2125,104,14,4,4,2,3,,1,2,,,,,,,,,0,"Panapitiya, Nimanka P","Dias, Prabavi Shayana",,,,,snw081000,sumudu wijenayake
CHEM,2125,105,16,5,3,4,1,,,,,,,,,,,,1,"Wijenayake, Sumudu N","Ma, Ziyuan",,,,,snw081000,sumudu wijenayake
CHEM,2125,106,13,9,1,4,1,,,,,,,,,1,,,1,"Wijenayake, Sumudu N","Ma, Ziyuan",,,,,sns170230,shailesh shah
CHEM,2125,107,9,6,7,2,5,,,,,,,,,,,,0,"Shah, Shailesh N","Brown, Monet R",,,,,sns170230,shailesh shah
CHEM,2125,108,5,16,4,2,1,,,,,1,1,,,,,,0,"Shah, Shailesh N","Brown, Monet R",,,,,zxh088000,zohreh hashami
CHEM,2125,109,11,9,5,2,1,2,,,,,,,,,,,0,"Wijenayake, Sumudu N","Ehrman, Ryanne N",,,,,snw081000,sumudu wijenayake
CHEM,2125,110,12,8,3,3,2,,,,,1,,,,1,,,0,"Wijenayake, Sumudu N","Ehrman, Ryanne N",,,,,snw081000,sumudu wijenayake
CHEM,2125,111,8,6,5,4,2,2,1,,,,,,1,,,,1,"Shah, Shailesh N","Bhadran, Abhi",,,,,sns170230,shailesh shah
CHEM,2125,112,14,10,2,2,,,,1,,,,,,,,,0,"Panapitiya, Nimanka P","Lumata, Jenica",,,,,zxh088000,zohreh hashami
CHEM,2125,113,16,9,3,1,,,,,,,,,,1,,,0,"Panapitiya, Nimanka P","Lumata, Jenica",,,,,sns170230,shailesh shah
CHEM,2125,114,8,5,7,1,1,2,,,1,,,,1,1,,,3,"Hashami, Zohreh","Dubrovina, Anastasiia",,,,,zxh088000,zohreh hashami
CHEM,2125,115,11,7,4,3,3,,,,,,,,,,,,0,"Hashami, Zohreh","Dubrovina, Anastasiia",,,,,sns170230,shailesh shah
CHEM,2125,116,15,5,5,2,2,,,,,,,,,,,,0,"Wijenayake, Sumudu N","Chowdhury, Muniruzzaman",,,,,zxh088000,zohreh hashami
CHEM,2125,117,17,8,3,2,,,,,,,,,,,,,0,"Wijenayake, Sumudu N","Chowdhury, Muniruzzaman",,,,,zxh088000,zohreh hashami
CHEM,2125,118,16,8,2,4,,,,,,,,,,,,,0,"Panapitiya, Nimanka P","Haque, Syed Fahad Bin",,,,,zxh088000,zohreh hashami
CHEM,2125,119,22,6,1,1,,,,,,,,,,,,,0,"Panapitiya, Nimanka P","Haque, Syed Fahad Bin",,,,,sns170230,shailesh shah
CHEM,2125,120,15,8,3,1,1,,,,,,,,,1,,,0,"Shah, Shailesh N","Koirala, Shailendra",,,,,axk113330,
CHEM,2125,121,19,2,2,1,2,1,1,,,,,,,1,,,1,"Shah, Shailesh N","Koirala, Shailendra",,,,,jrs106020,joshua sisk
CHEM,2125,601,20,6,3,,,,1,,,,,,,,,,0,"Panapitiya, Nimanka P","Howlett, Thomas S",,,,,scortes,sergio cortes
CHEM,2125,602,13,8,2,4,2,1,,,,,,,,,,,0,"Wijenayake, Sumudu N","Hoang, David T",,,,,sns170230,shailesh shah
CHEM,2125,603,14,9,2,3,1,,,,,,,,,,,,1,"Wijenayake, Sumudu N","Hoang, David T",,,,,sns170230,shailesh shah
CHEM,2125,604,11,11,3,1,1,,,1,,,,1,,,,,1,"Cortes, Sergio J","Shah, Tejas V","Li, Baowen",,,,snw081000,sumudu wijenayake
CHEM,2125,605,11,11,5,1,1,,,1,,,,,,,,,0,"Cortes, Sergio J","Shah, Tejas V",,,,,scortes,sergio cortes
CHEM,2125,606,5,5,5,3,2,6,2,1,,,,,,,,,1,"Cortes, Sergio J","Howlett, Thomas S",,,,,scortes,sergio cortes
CHEM,2125,607,2,7,3,2,2,1,1,1,1,,,,1,,1,,1,"Cortes, Sergio J","Shah, Tejas V",,,,,scortes,sergio cortes
CHEM,2128,HH1,11,7,,,,,,,,,,,,,,,0,"Thompson, Christina M","Abbas, Muhammad","Bhadran, Abhi",,,,cmt120030,christina thompson
